neck_avg,spine_angle,shoulder_slope,head_tilt,hip_alignment,ear_sh_left,ear_sh_right,lm7_x,lm7_y,lm8_x,lm8_y,lm11_x,lm11_y,lm12_x,lm12_y,lm23_x,lm23_y,lm24_x,lm24_y,label,source
0.0,90.0,0.0192632675170898,0.0,0.385265350341796,0.5294351875782014,0.5294351875782014,0.5195994675159454,-0.5198035538196565,0.547174721956253,-0.5390668213367463,0.5333870947360992,0.0096316337585449,0.5333870947360992,-0.0096316337585449,0.5195994675159454,1.1294351875782014,0.5195994675159454,1.1294351875782014,1,confidence_features
30.618,2.029,0.296,0.233,1.675,0.1085,0.1078,0.5962890386581421,0.2284782081842422,0.5536400079727173,0.2281698584556579,0.6310973763465881,0.3369815051555633,0.5164377093315125,0.3359283804893493,0.5992977619171143,0.5764533877372742,0.5387331247329712,0.5733053088188171,1,gym_landmarks
32.379,8.962,5.637,1.41,5.024,0.1012,0.0816,0.6566570997238159,0.2426085621118545,0.620177149772644,0.2442049831151962,0.6962093114852905,0.3438099324703216,0.5937076807022095,0.3258224427700043,0.6521795988082886,0.5614579916000366,0.5982753038406372,0.5530334711074829,0,gym_landmarks
0.0,89.04084107064946,0.0353432297706604,0.0,0.706864595413208,0.3623383492231368,0.3623383492231368,0.5096376985311508,-0.3446667343378066,0.4853725582361222,-0.380009964108467,0.4975051283836365,0.0176716148853302,0.4975051283836365,-0.0176716148853302,0.5096376985311508,0.9623383492231368,0.5096376985311508,0.9623383492231368,1,confidence_features
26.917,47.184,78.346,42.119,32.906,0.1583,0.124,0.7115048274356331,0.6503873082381112,0.7136990801861046,0.6468602027936257,0.6747265964048593,0.4920541265714651,0.6711472683169121,0.5229064719955618,0.3742012677435745,0.0,0.3631768223576003,0.0126821390797017,0,yoga_keypoints
0.0,90.0,0.0278611183166503,0.0,0.557222366333004,0.5054467022418977,0.5054467022418977,0.5338273942470553,-0.4915161430835726,0.555411100387573,-0.5193772614002228,0.5446192473173141,0.0139305591583251,0.5446192473173141,-0.0139305591583251,0.533827394247055,1.1054467022418977,0.533827394247055,1.1054467022418977,1,confidence_features
0.0,89.5593027631006,0.0118855834007263,0.0,0.237711668014524,0.44255082309246074,0.44255082309246074,0.4762210249900816,-0.43660803139209764,0.46260502934455877,-0.44849361479282385,0.4694130271673202,0.0059427917003631,0.4694130271673202,-0.0059427917003631,0.4762210249900818,1.0425508230924607,0.4762210249900818,1.0425508230924607,1,confidence_features
0.0,89.99240476527949,0.0138237476348876,0.0,0.276474952697752,0.5343367457389832,0.5343367457389832,0.5377355217933655,-0.5274248719215393,0.5374521911144257,-0.541248619556427,0.5375938564538956,0.0069118738174438,0.5375938564538956,-0.0069118738174438,0.5377355217933655,1.1343367457389832,0.5377355217933655,1.1343367457389832,1,confidence_features
0.0,89.39292847490965,0.0487422943115234,90.0,0.9748458862304681,0.5017229914665224,0.5017229914665224,0.5414393395185468,-0.4773518443107607,0.5201747268438341,-0.5260941386222842,0.5308070331811905,0.0243711471557617,0.5308070331811905,-0.0243711471557617,0.5414393395185471,1.1017229914665223,0.5414393395185471,1.1017229914665223,1,confidence_features
0.0,90.0,0.0399186611175537,0.0,0.798373222351072,0.5282005071640016,0.5282005071640016,0.5297275334596636,-0.5082411766052248,0.5338354259729383,-0.5481598377227783,0.531781479716301,0.0199593305587768,0.531781479716301,-0.0199593305587768,0.5297275334596634,1.1282005071640016,0.5297275334596634,1.1282005071640016,1,confidence_features
29.367,12.079,4.158,1.948,2.849,0.1243,0.1213,0.5344219255557711,0.2910653745075542,0.5363794505335542,0.2911837240227292,0.5636133350461446,0.4153564798183892,0.5860724511839563,0.412453699235007,0.5873718443505997,0.7713008396247976,0.6477166053011512,0.7659625069531999,1,yoga_keypoints
0.0,89.7281241566389,0.0277327299118042,90.0,0.554654598236084,0.4935913383960725,0.4935913383960725,0.535155400633812,-0.4797249734401704,0.5257867127656937,-0.5074577033519746,0.5304710566997528,0.0138663649559021,0.5304710566997528,-0.0138663649559021,0.535155400633812,1.0935913383960725,0.535155400633812,1.0935913383960725,1,confidence_features
0.0,89.7800308429673,0.0094532966613769,0.0,0.189065933227536,0.3954399526119232,0.3954399526119232,0.5215529799461364,-0.3907133042812348,0.5154802799224855,-0.40016660094261164,0.5185166299343109,0.0047266483306884,0.5185166299343109,-0.0047266483306884,0.5215529799461365,0.9954399526119232,0.5215529799461365,0.9954399526119232,1,confidence_features
54.616,70.75,56.27,67.595,11.719,0.1459,0.173,0.0133032428575593,0.4323921515539237,0.0140013115819911,0.4354022684143328,0.1351153188088409,0.2864489551088705,0.1441633551550552,0.2623570299707374,0.5462584442298326,0.0279741499648945,0.4986038625511364,0.0455478982966226,0,yoga_keypoints
28.176,1.479,0.958,3.135,1.362,0.0949,0.1018,0.5922672152519226,0.2345247566699981,0.5518379211425781,0.2305885851383209,0.6135809421539307,0.3294079899787903,0.5123478770256042,0.3324172794818878,0.5923225283622742,0.568683922290802,0.5404786467552185,0.5664922595024109,1,gym_landmarks
0.0,89.70003723453098,0.0254507064819335,0.0,0.509014129638668,0.5376062393188475,0.5376062393188475,0.5059401839971542,-0.5248808860778809,0.4946818798780442,-0.5503315925598142,0.5003110319375992,0.0127253532409667,0.5003110319375992,-0.0127253532409667,0.5059401839971542,1.1376062393188475,0.5059401839971542,1.1376062393188475,1,confidence_features
31.184,3.655,0.118,0.379,1.633,0.1081,0.1072,0.6020828485488892,0.2269054949283599,0.5592964887619019,0.2274090200662613,0.6402984857559204,0.3350220322608948,0.5241719484329224,0.3345977365970611,0.6044817566871643,0.5766083598136902,0.5427226424217224,0.5734773278236389,1,gym_landmarks
0.0,90.0,0.033966064453125,0.0,0.6793212890625,0.4338968098163606,0.4338968098163606,0.5314604192972183,-0.4169137775897981,0.5974005311727524,-0.4508798420429231,0.5644304752349854,0.0169830322265625,0.5644304752349854,-0.0169830322265625,0.5314604192972183,1.0338968098163606,0.5314604192972183,1.0338968098163606,1,confidence_features
0.0,89.46725449021845,0.0083537697792053,0.0,0.167075395584104,0.44350533187389385,0.44350533187389385,0.538629278540611,-0.43932844698429124,0.5221336632966997,-0.44768221676349645,0.5303814709186554,0.0041768848896026,0.5303814709186554,-0.0041768848896026,0.5386292785406113,1.0435053318738938,0.5386292785406113,1.0435053318738938,1,confidence_features
29.37,2.278,0.439,0.96,0.061,0.1192,0.1222,0.6101303100585938,0.206368401646614,0.5647794008255005,0.2050167471170425,0.6473971605300903,0.3255281448364258,0.5256363749504089,0.3271863162517547,0.6131775975227356,0.5765507221221924,0.5486631989479065,0.5764293074607849,1,gym_landmarks
0.0,87.86630799923131,0.0482075214385986,0.0,0.964150428771972,0.4317672848701478,0.4317672848701478,0.4985948652029037,-0.4076635241508485,0.43424914777278906,-0.45587104558944713,0.4664220064878464,0.0241037607192993,0.4664220064878464,-0.0241037607192993,0.4985948652029037,1.0317672848701478,0.4985948652029037,1.0317672848701478,1,confidence_features
0.0,90.0,0.0314636826515197,0.0,0.6292736530303921,0.4349881559610368,0.4349881559610368,0.541651114821434,-0.419256314635277,0.5659225136041641,-0.45071999728679657,0.5537868142127991,0.0157318413257598,0.5537868142127991,-0.0157318413257598,0.541651114821434,1.0349881559610368,0.541651114821434,1.0349881559610368,1,confidence_features
11.326,13.547,16.257,61.953,0.05,0.1036,0.1202,0.4621982410986352,0.3042998267907754,0.4607977248924892,0.2996263435923746,0.4438976368434642,0.407866851495034,0.4669666264700222,0.4198261604823651,0.3799944612763192,0.7549178318157169,0.4384299301893561,0.7548278463723188,0,yoga_keypoints
31.668,2.657,1.528,0.191,0.938,0.101,0.0955,0.6268366575241089,0.2333718091249466,0.5834611654281616,0.2336287200450897,0.6595295667648315,0.3343735039234161,0.5480308532714844,0.3290852606296539,0.626388430595398,0.566479504108429,0.5689606666564941,0.5648084282875061,1,gym_landmarks
0.0,88.81499765561074,0.0362240672111511,0.0,0.72448134422302,0.41016416251659404,0.41016416251659404,0.5324352234601974,-0.39205212891101854,0.4984980076551438,-0.42827619612216955,0.5154666155576706,0.0181120336055755,0.5154666155576706,-0.0181120336055755,0.5324352234601974,1.010164162516594,0.5324352234601974,1.010164162516594,1,confidence_features
40.429,67.051,11.481,56.158,87.025,0.1137,0.1193,0.090894239101171,0.6972793412384278,0.0888220461798805,0.6917850133491593,0.1624495848608207,0.583572339345963,0.1318115091971757,0.5725099776505794,0.5398179155332,0.3105107796693122,0.5382123086459456,0.2555849001041267,0,yoga_keypoints
48.934,8.359,1.006,8.069,4.821,0.1339,0.1363,0.5226744642044702,0.0226867063393112,0.4863997950079666,0.0135442007793476,0.6337078374017565,0.1565742770224673,0.4173418918455729,0.1498201078574137,0.5558994922542714,0.543425772682937,0.4321760457082071,0.5248759808740231,0,yoga_keypoints
0.0,90.0,0.0024634599685668,0.0,0.049269199371336,0.487390547990799,0.487390547990799,0.4897668510675431,-0.4861588180065156,0.5106725245714187,-0.4886222779750824,0.5002196878194809,0.0012317299842834,0.5002196878194809,-0.0012317299842834,0.489766851067543,1.087390547990799,0.489766851067543,1.087390547990799,1,confidence_features
