spine_angle,head_tilt_angle,shoulder_slope,eye_shoulder_y_ratio,shoulder_y_diff,hip_shoulder_y_diff,shoulder_center_x,hip_center_x,body_lean_x,posture
89.94705232425855,0.0,0.0567960143089294,0.0,0.0567960143089294,0.8492152988910677,0.5134357064962387,0.5142204761505127,-0.0007847696542738758,Upright
88.40335371133223,0.0,0.067363440990448,0.0,0.067363440990448,0.9622928202152254,0.4122737124562263,0.4390966147184372,-0.02682290226221079,Upright
90.0,0.0,0.0013021230697631,0.0,0.001302123069763,0.8888238072395327,0.5024678707122803,0.4917937517166137,0.01067411899566656,Upright
90.0,0.0,0.028216540813446,0.0,0.028216540813446,0.9697578847408297,0.52320995926857,0.5090008527040482,0.014209106564521679,Upright
88.91856473237246,0.0,0.011120855808258,0.0,0.011120855808258,1.0206110775470736,0.5109234750270844,0.5301893949508667,-0.01926591992378235,Upright
90.0,0.0,0.0227008461952209,0.0,0.0227008461952208,0.9081083834171297,0.5234922766685486,0.5221330970525742,0.0013591796159744263,Upright
89.20130212972934,0.0,0.0463986992835998,0.0,0.0463986992835998,0.7937987744808197,0.4936307221651077,0.5046969205141068,-0.011066198348999023,Upright
89.09884376875914,0.0,0.0471597909927368,0.0,0.0471597909927368,0.969030559062958,0.5065311938524246,0.5217735022306442,-0.015242308378219604,Upright
89.06628528681262,0.0,0.0134080052375793,0.0,0.0134080052375792,1.0941641032695772,0.5060795769095421,0.5239120870828629,-0.01783251017332066,Upright
89.19575264284417,0.0,0.0117579102516174,0.0,0.0117579102516174,1.055503040552139,0.5308135151863098,0.5456303358078003,-0.014816820621490367,Upright
89.5748324366863,90.0,0.0042301416397094,0.0,0.0042301416397094,0.834995627403259,0.5238893330097198,0.5300855934619904,-0.006196260452270508,Upright
90.0,0.0,0.0104403495788574,0.0,0.0104403495788574,0.9862400293350222,0.5104536265134811,0.5046055465936661,0.0058480799198149525,Upright
88.43484034812131,0.0,0.0452239513397216,0.0,0.0452239513397216,0.9491576552391054,0.4442072212696075,0.4701419919729233,-0.025934770703315624,Upright
89.21097061334507,0.0,0.0189558267593383,0.0,0.0189558267593382,1.1042068600654604,0.5300563722848892,0.5452635437250137,-0.015207171440124512,Upright
90.0,0.0,0.0441861748695373,0.0,0.0441861748695372,0.9552686512470239,0.5565497428178787,0.5359044969081879,0.020645245909690857,Upright
89.44660487888618,0.0,0.0253680944442749,0.0,0.0253680944442748,0.7927915453910828,0.5178272873163223,0.5254847556352615,-0.007657468318939209,Upright
90.0,0.0,0.088681936264038,0.0,0.088681936264038,1.2132253646850588,0.5961030274629593,0.5727456361055374,0.023357391357421764,Slouched
90.0,0.0,0.0136401057243347,0.0,0.0136401057243346,0.967785030603409,0.5061400085687637,0.4999289065599441,0.006211102008819525,Upright
89.49435764846588,0.0,0.0272468328475952,0.0,0.0272468328475952,0.7925294041633608,0.5178156048059464,0.5248099565505981,-0.006994351744651683,Upright
89.15071404343291,0.0,0.0171185135841369,0.0,0.0171185135841368,0.8878923356533053,0.5062532871961594,0.5194153338670731,-0.013162046670913585,Upright
89.43098178333899,0.0,0.0235713720321655,0.0,0.0235713720321654,0.8863425850868223,0.5144079923629761,0.5232107639312744,-0.00880277156829834,Upright
89.9219470348793,9.176673860841086,0.011683702468872,0.0,0.011683702468872,1.0281750559806826,0.5114854574203491,0.5128861218690872,-0.0014006644487379871,Upright
89.08078403244198,0.0,0.0467269420623779,0.0,0.0467269420623778,0.7746750712394712,0.4894181340932846,0.501847580075264,-0.012429445981979259,Upright
89.69806207384524,0.0,0.0171596407890319,0.0,0.0171596407890318,1.0149205029010775,0.510214164853096,0.5155626535415649,-0.005348488688468933,Upright
90.0,0.0,0.0695610642433166,0.0,0.0695610642433166,1.0901174843311312,0.5999203473329544,0.5775272995233536,0.02239304780960083,Upright
89.72734152487726,0.0,0.0242695808410644,0.0,0.0242695808410644,0.928872346878052,0.5160983949899673,0.5205187350511551,-0.004420340061187744,Upright
88.7640473018059,0.0,0.0026237964630126,0.0,0.0026237964630126,1.05115020275116,0.5872821658849716,0.6099605113267899,-0.022678345441818237,Upright
90.0,0.0,0.0333066582679748,0.0,0.0333066582679748,1.0766995847225191,0.5097519159317017,0.5037345439195633,0.006017372012138256,Upright
90.0,0.0,0.0079870820045471,0.0,0.007987082004547,0.9988809525966647,0.5274402648210526,0.5258487164974213,0.0015915483236311756,Upright
90.0,0.0,0.0211260318756103,0.0,0.0211260318756102,0.929018020629883,0.5195482671260834,0.518096536397934,0.001451730728149414,Upright
89.2512823622472,0.0,0.0342810750007629,0.0,0.0342810750007628,0.9768530428409579,0.5188636183738708,0.5316294580698013,-0.01276583969593037,Upright
90.0,0.0,0.0075799822807312,0.0,0.0075799822807312,0.8706402480602267,0.5409748256206512,0.5311464071273804,0.009828418493270763,Upright
90.0,0.0,0.0006948113441467,0.0,0.0006948113441466,0.8981167376041415,0.5215762555599213,0.516977071762085,0.004599183797836304,Upright
89.86571355706256,0.3438803633935,0.0230740308761596,0.0,0.0230740308761596,1.0784109234809882,0.5297347605228424,0.5322622805833817,-0.0025275200605392456,Upright
90.0,16.139001378901064,0.1364001631736755,0.0,0.1364001631736754,1.1602848470211031,0.6005433201789856,0.5587120652198792,0.041831254959106445,Slouched
90.0,0.0,0.0534823536872863,0.0,0.0534823536872862,0.8753956258296969,0.544159784913063,0.5227818191051483,0.021377965807914734,Upright
90.0,0.0,0.1200002431869506,0.0,0.1200002431869506,0.975640118122101,0.6199769824743271,0.5630399435758591,0.05693703889846802,Slouched
89.63114756467294,0.0,0.0025327801704406,0.0,0.0025327801704406,0.9707313477993018,0.492631584405899,0.4988809376955032,-0.0062493532896040205,Upright
89.42604018144876,0.0,0.0269344449043273,0.0,0.0269344449043272,1.0132521688938143,0.532109871506691,0.5422604531049728,-0.01015058159828175,Upright
89.60724900603081,0.0,0.0308119654655456,0.0,0.0308119654655456,0.9508332908153536,0.5050910860300064,0.5116089582443237,-0.006517872214317322,Upright
89.61084289724985,90.0,0.0030630826950073,0.0,0.0030630826950072,0.9349181652069098,0.4911591112613678,0.497509241104126,-0.006350129842758123,Upright
89.42136760013041,0.0,0.0837684869766235,0.0,0.0837684869766234,0.860683083534241,0.498100221157074,0.5067925900220871,-0.008692368865013123,Slouched
89.93400063323428,90.0,0.0552672147750854,0.0,0.0552672147750854,0.8435102105140688,0.5111522078514099,0.5121238529682159,-0.0009716451168060303,Upright
90.0,0.0,0.0979707837104797,0.0,0.0979707837104796,1.1992935240268714,0.5992220640182495,0.5589582622051239,0.04026380181312561,Slouched
89.38199887324863,0.0,0.0458885431289672,0.0,0.0458885431289672,0.7874913215637209,0.4907088726758957,0.4992032051086426,-0.00849433243274672,Upright
90.0,8.013702171711842,0.1344269514083862,0.0,0.1344269514083862,1.1188129186630247,0.6029189378023148,0.5611486434936523,0.041770294308662415,Slouched
88.09230417348536,0.0,0.0185047984123229,0.0,0.0185047984123228,0.7856869399547577,0.5250834822654724,0.5512530505657196,-0.02616956830024708,Upright
90.0,0.0,0.0124701261520385,0.0,0.0124701261520384,0.995249688625335,0.5204200148582458,0.5192043036222458,0.00121571123599995,Upright
90.0,90.0,0.0013531446456909,0.0,0.0013531446456908,0.6929197907447817,0.5333611518144608,0.5299582630395889,0.003402888774871826,Upright
88.63180276401413,0.0,0.0559356212615966,0.0,0.0559356212615966,0.9457149505615237,0.4960358738899231,0.518623411655426,-0.02258753776550293,Upright
90.0,0.0,0.0121999382972717,0.0,0.0121999382972716,1.042603641748429,0.5259507745504379,0.5250675529241562,0.0008832216262817383,Upright
